,created_at,forks_count,full_name,id,name,owner,updated_at
940,2019-01-20T21:03:32Z,0,codecrazylearner/python-variables-lab-data-science-intro-000,166709152,python-variables-lab-data-science-intro-000,"{'login': 'codecrazylearner', 'id': 46873861, 'node_id': 'MDQ6VXNlcjQ2ODczODYx', 'avatar_url': 'https://avatars0.githubusercontent.com/u/46873861?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/codecrazylearner', 'html_url': 'https://github.com/codecrazylearner', 'followers_url': 'https://api.github.com/users/codecrazylearner/followers', 'following_url': 'https://api.github.com/users/codecrazylearner/following{/other_user}', 'gists_url': 'https://api.github.com/users/codecrazylearner/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/codecrazylearner/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/codecrazylearner/subscriptions', 'organizations_url': 'https://api.github.com/users/codecrazylearner/orgs', 'repos_url': 'https://api.github.com/users/codecrazylearner/repos', 'events_url': 'https://api.github.com/users/codecrazylearner/events{/privacy}', 'received_events_url': 'https://api.github.com/users/codecrazylearner/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T21:03:34Z
941,2019-01-20T20:13:13Z,0,kat0497/python-variables-lab-data-science-intro-000,166704558,python-variables-lab-data-science-intro-000,"{'login': 'kat0497', 'id': 46853297, 'node_id': 'MDQ6VXNlcjQ2ODUzMjk3', 'avatar_url': 'https://avatars1.githubusercontent.com/u/46853297?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/kat0497', 'html_url': 'https://github.com/kat0497', 'followers_url': 'https://api.github.com/users/kat0497/followers', 'following_url': 'https://api.github.com/users/kat0497/following{/other_user}', 'gists_url': 'https://api.github.com/users/kat0497/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/kat0497/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/kat0497/subscriptions', 'organizations_url': 'https://api.github.com/users/kat0497/orgs', 'repos_url': 'https://api.github.com/users/kat0497/repos', 'events_url': 'https://api.github.com/users/kat0497/events{/privacy}', 'received_events_url': 'https://api.github.com/users/kat0497/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T20:13:15Z
942,2019-01-20T18:07:24Z,0,AlecL85/python-variables-lab-data-science-intro-000,166692850,python-variables-lab-data-science-intro-000,"{'login': 'AlecL85', 'id': 46080006, 'node_id': 'MDQ6VXNlcjQ2MDgwMDA2', 'avatar_url': 'https://avatars0.githubusercontent.com/u/46080006?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/AlecL85', 'html_url': 'https://github.com/AlecL85', 'followers_url': 'https://api.github.com/users/AlecL85/followers', 'following_url': 'https://api.github.com/users/AlecL85/following{/other_user}', 'gists_url': 'https://api.github.com/users/AlecL85/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/AlecL85/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/AlecL85/subscriptions', 'organizations_url': 'https://api.github.com/users/AlecL85/orgs', 'repos_url': 'https://api.github.com/users/AlecL85/repos', 'events_url': 'https://api.github.com/users/AlecL85/events{/privacy}', 'received_events_url': 'https://api.github.com/users/AlecL85/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T18:07:26Z
943,2019-01-20T17:11:25Z,0,charliesusername/python-variables-lab-data-science-intro-000,166687324,python-variables-lab-data-science-intro-000,"{'login': 'charliesusername', 'id': 19959150, 'node_id': 'MDQ6VXNlcjE5OTU5MTUw', 'avatar_url': 'https://avatars3.githubusercontent.com/u/19959150?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/charliesusername', 'html_url': 'https://github.com/charliesusername', 'followers_url': 'https://api.github.com/users/charliesusername/followers', 'following_url': 'https://api.github.com/users/charliesusername/following{/other_user}', 'gists_url': 'https://api.github.com/users/charliesusername/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/charliesusername/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/charliesusername/subscriptions', 'organizations_url': 'https://api.github.com/users/charliesusername/orgs', 'repos_url': 'https://api.github.com/users/charliesusername/repos', 'events_url': 'https://api.github.com/users/charliesusername/events{/privacy}', 'received_events_url': 'https://api.github.com/users/charliesusername/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T17:11:27Z
944,2019-01-20T16:58:53Z,0,dctom/python-variables-lab-data-science-intro-000,166686151,python-variables-lab-data-science-intro-000,"{'login': 'dctom', 'id': 46691289, 'node_id': 'MDQ6VXNlcjQ2NjkxMjg5', 'avatar_url': 'https://avatars3.githubusercontent.com/u/46691289?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dctom', 'html_url': 'https://github.com/dctom', 'followers_url': 'https://api.github.com/users/dctom/followers', 'following_url': 'https://api.github.com/users/dctom/following{/other_user}', 'gists_url': 'https://api.github.com/users/dctom/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dctom/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dctom/subscriptions', 'organizations_url': 'https://api.github.com/users/dctom/orgs', 'repos_url': 'https://api.github.com/users/dctom/repos', 'events_url': 'https://api.github.com/users/dctom/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dctom/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T16:58:55Z
945,2019-01-20T05:41:04Z,0,joanrig/python-variables-lab-data-science-intro-000,166627483,python-variables-lab-data-science-intro-000,"{'login': 'joanrig', 'id': 45588032, 'node_id': 'MDQ6VXNlcjQ1NTg4MDMy', 'avatar_url': 'https://avatars2.githubusercontent.com/u/45588032?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/joanrig', 'html_url': 'https://github.com/joanrig', 'followers_url': 'https://api.github.com/users/joanrig/followers', 'following_url': 'https://api.github.com/users/joanrig/following{/other_user}', 'gists_url': 'https://api.github.com/users/joanrig/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/joanrig/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/joanrig/subscriptions', 'organizations_url': 'https://api.github.com/users/joanrig/orgs', 'repos_url': 'https://api.github.com/users/joanrig/repos', 'events_url': 'https://api.github.com/users/joanrig/events{/privacy}', 'received_events_url': 'https://api.github.com/users/joanrig/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T05:41:07Z
946,2019-01-20T00:59:08Z,0,oliviaannsilva/python-variables-lab-data-science-intro-000,166609606,python-variables-lab-data-science-intro-000,"{'login': 'oliviaannsilva', 'id': 46832473, 'node_id': 'MDQ6VXNlcjQ2ODMyNDcz', 'avatar_url': 'https://avatars3.githubusercontent.com/u/46832473?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/oliviaannsilva', 'html_url': 'https://github.com/oliviaannsilva', 'followers_url': 'https://api.github.com/users/oliviaannsilva/followers', 'following_url': 'https://api.github.com/users/oliviaannsilva/following{/other_user}', 'gists_url': 'https://api.github.com/users/oliviaannsilva/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/oliviaannsilva/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/oliviaannsilva/subscriptions', 'organizations_url': 'https://api.github.com/users/oliviaannsilva/orgs', 'repos_url': 'https://api.github.com/users/oliviaannsilva/repos', 'events_url': 'https://api.github.com/users/oliviaannsilva/events{/privacy}', 'received_events_url': 'https://api.github.com/users/oliviaannsilva/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T00:59:10Z
947,2019-01-20T00:40:21Z,0,NnnInn/python-variables-lab-data-science-intro-000,166608595,python-variables-lab-data-science-intro-000,"{'login': 'NnnInn', 'id': 46825720, 'node_id': 'MDQ6VXNlcjQ2ODI1NzIw', 'avatar_url': 'https://avatars3.githubusercontent.com/u/46825720?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/NnnInn', 'html_url': 'https://github.com/NnnInn', 'followers_url': 'https://api.github.com/users/NnnInn/followers', 'following_url': 'https://api.github.com/users/NnnInn/following{/other_user}', 'gists_url': 'https://api.github.com/users/NnnInn/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/NnnInn/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/NnnInn/subscriptions', 'organizations_url': 'https://api.github.com/users/NnnInn/orgs', 'repos_url': 'https://api.github.com/users/NnnInn/repos', 'events_url': 'https://api.github.com/users/NnnInn/events{/privacy}', 'received_events_url': 'https://api.github.com/users/NnnInn/received_events', 'type': 'User', 'site_admin': False}",2019-01-20T00:40:23Z
948,2019-01-19T23:49:05Z,0,dfsale74/python-variables-lab-data-science-intro-000,166605537,python-variables-lab-data-science-intro-000,"{'login': 'dfsale74', 'id': 46359216, 'node_id': 'MDQ6VXNlcjQ2MzU5MjE2', 'avatar_url': 'https://avatars3.githubusercontent.com/u/46359216?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dfsale74', 'html_url': 'https://github.com/dfsale74', 'followers_url': 'https://api.github.com/users/dfsale74/followers', 'following_url': 'https://api.github.com/users/dfsale74/following{/other_user}', 'gists_url': 'https://api.github.com/users/dfsale74/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dfsale74/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dfsale74/subscriptions', 'organizations_url': 'https://api.github.com/users/dfsale74/orgs', 'repos_url': 'https://api.github.com/users/dfsale74/repos', 'events_url': 'https://api.github.com/users/dfsale74/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dfsale74/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T23:49:08Z
949,2019-01-19T23:44:24Z,0,MrRam20/python-variables-lab-data-science-intro-000,166605223,python-variables-lab-data-science-intro-000,"{'login': 'MrRam20', 'id': 46854005, 'node_id': 'MDQ6VXNlcjQ2ODU0MDA1', 'avatar_url': 'https://avatars1.githubusercontent.com/u/46854005?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/MrRam20', 'html_url': 'https://github.com/MrRam20', 'followers_url': 'https://api.github.com/users/MrRam20/followers', 'following_url': 'https://api.github.com/users/MrRam20/following{/other_user}', 'gists_url': 'https://api.github.com/users/MrRam20/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/MrRam20/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/MrRam20/subscriptions', 'organizations_url': 'https://api.github.com/users/MrRam20/orgs', 'repos_url': 'https://api.github.com/users/MrRam20/repos', 'events_url': 'https://api.github.com/users/MrRam20/events{/privacy}', 'received_events_url': 'https://api.github.com/users/MrRam20/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T23:44:26Z
950,2019-01-19T21:07:22Z,0,jackcuneo/python-variables-lab-data-science-intro-000,166593732,python-variables-lab-data-science-intro-000,"{'login': 'jackcuneo', 'id': 46851876, 'node_id': 'MDQ6VXNlcjQ2ODUxODc2', 'avatar_url': 'https://avatars2.githubusercontent.com/u/46851876?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jackcuneo', 'html_url': 'https://github.com/jackcuneo', 'followers_url': 'https://api.github.com/users/jackcuneo/followers', 'following_url': 'https://api.github.com/users/jackcuneo/following{/other_user}', 'gists_url': 'https://api.github.com/users/jackcuneo/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jackcuneo/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jackcuneo/subscriptions', 'organizations_url': 'https://api.github.com/users/jackcuneo/orgs', 'repos_url': 'https://api.github.com/users/jackcuneo/repos', 'events_url': 'https://api.github.com/users/jackcuneo/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jackcuneo/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T21:07:25Z
951,2019-01-19T21:00:13Z,0,alecbad/python-variables-lab-data-science-intro-000,166593075,python-variables-lab-data-science-intro-000,"{'login': 'alecbad', 'id': 46851474, 'node_id': 'MDQ6VXNlcjQ2ODUxNDc0', 'avatar_url': 'https://avatars2.githubusercontent.com/u/46851474?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/alecbad', 'html_url': 'https://github.com/alecbad', 'followers_url': 'https://api.github.com/users/alecbad/followers', 'following_url': 'https://api.github.com/users/alecbad/following{/other_user}', 'gists_url': 'https://api.github.com/users/alecbad/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/alecbad/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/alecbad/subscriptions', 'organizations_url': 'https://api.github.com/users/alecbad/orgs', 'repos_url': 'https://api.github.com/users/alecbad/repos', 'events_url': 'https://api.github.com/users/alecbad/events{/privacy}', 'received_events_url': 'https://api.github.com/users/alecbad/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T21:00:16Z
952,2019-01-19T20:33:18Z,0,seancarverphd/python-variables-lab-data-science-intro-000,166590597,python-variables-lab-data-science-intro-000,"{'login': 'seancarverphd', 'id': 13631690, 'node_id': 'MDQ6VXNlcjEzNjMxNjkw', 'avatar_url': 'https://avatars0.githubusercontent.com/u/13631690?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/seancarverphd', 'html_url': 'https://github.com/seancarverphd', 'followers_url': 'https://api.github.com/users/seancarverphd/followers', 'following_url': 'https://api.github.com/users/seancarverphd/following{/other_user}', 'gists_url': 'https://api.github.com/users/seancarverphd/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/seancarverphd/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/seancarverphd/subscriptions', 'organizations_url': 'https://api.github.com/users/seancarverphd/orgs', 'repos_url': 'https://api.github.com/users/seancarverphd/repos', 'events_url': 'https://api.github.com/users/seancarverphd/events{/privacy}', 'received_events_url': 'https://api.github.com/users/seancarverphd/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T20:33:20Z
953,2019-01-19T16:45:11Z,0,tammyt123/python-variables-lab-data-science-intro-000,166569676,python-variables-lab-data-science-intro-000,"{'login': 'tammyt123', 'id': 46847428, 'node_id': 'MDQ6VXNlcjQ2ODQ3NDI4', 'avatar_url': 'https://avatars0.githubusercontent.com/u/46847428?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/tammyt123', 'html_url': 'https://github.com/tammyt123', 'followers_url': 'https://api.github.com/users/tammyt123/followers', 'following_url': 'https://api.github.com/users/tammyt123/following{/other_user}', 'gists_url': 'https://api.github.com/users/tammyt123/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/tammyt123/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/tammyt123/subscriptions', 'organizations_url': 'https://api.github.com/users/tammyt123/orgs', 'repos_url': 'https://api.github.com/users/tammyt123/repos', 'events_url': 'https://api.github.com/users/tammyt123/events{/privacy}', 'received_events_url': 'https://api.github.com/users/tammyt123/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T16:45:13Z
954,2019-01-19T12:43:19Z,0,sbpkoundinya/python-variables-lab-data-science-intro-000,166545622,python-variables-lab-data-science-intro-000,"{'login': 'sbpkoundinya', 'id': 41994451, 'node_id': 'MDQ6VXNlcjQxOTk0NDUx', 'avatar_url': 'https://avatars0.githubusercontent.com/u/41994451?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/sbpkoundinya', 'html_url': 'https://github.com/sbpkoundinya', 'followers_url': 'https://api.github.com/users/sbpkoundinya/followers', 'following_url': 'https://api.github.com/users/sbpkoundinya/following{/other_user}', 'gists_url': 'https://api.github.com/users/sbpkoundinya/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/sbpkoundinya/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/sbpkoundinya/subscriptions', 'organizations_url': 'https://api.github.com/users/sbpkoundinya/orgs', 'repos_url': 'https://api.github.com/users/sbpkoundinya/repos', 'events_url': 'https://api.github.com/users/sbpkoundinya/events{/privacy}', 'received_events_url': 'https://api.github.com/users/sbpkoundinya/received_events', 'type': 'User', 'site_admin': False}",2019-01-19T12:43:21Z
955,2019-01-18T23:44:47Z,0,gearlover/python-variables-lab-data-science-intro-000,166486444,python-variables-lab-data-science-intro-000,"{'login': 'gearlover', 'id': 46830651, 'node_id': 'MDQ6VXNlcjQ2ODMwNjUx', 'avatar_url': 'https://avatars0.githubusercontent.com/u/46830651?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/gearlover', 'html_url': 'https://github.com/gearlover', 'followers_url': 'https://api.github.com/users/gearlover/followers', 'following_url': 'https://api.github.com/users/gearlover/following{/other_user}', 'gists_url': 'https://api.github.com/users/gearlover/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/gearlover/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/gearlover/subscriptions', 'organizations_url': 'https://api.github.com/users/gearlover/orgs', 'repos_url': 'https://api.github.com/users/gearlover/repos', 'events_url': 'https://api.github.com/users/gearlover/events{/privacy}', 'received_events_url': 'https://api.github.com/users/gearlover/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T23:44:50Z
956,2019-01-18T21:23:38Z,0,HelenaEvelyn/python-variables-lab-data-science-intro-000,166474296,python-variables-lab-data-science-intro-000,"{'login': 'HelenaEvelyn', 'id': 20655510, 'node_id': 'MDQ6VXNlcjIwNjU1NTEw', 'avatar_url': 'https://avatars1.githubusercontent.com/u/20655510?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/HelenaEvelyn', 'html_url': 'https://github.com/HelenaEvelyn', 'followers_url': 'https://api.github.com/users/HelenaEvelyn/followers', 'following_url': 'https://api.github.com/users/HelenaEvelyn/following{/other_user}', 'gists_url': 'https://api.github.com/users/HelenaEvelyn/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/HelenaEvelyn/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/HelenaEvelyn/subscriptions', 'organizations_url': 'https://api.github.com/users/HelenaEvelyn/orgs', 'repos_url': 'https://api.github.com/users/HelenaEvelyn/repos', 'events_url': 'https://api.github.com/users/HelenaEvelyn/events{/privacy}', 'received_events_url': 'https://api.github.com/users/HelenaEvelyn/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T21:23:40Z
957,2019-01-18T16:37:16Z,0,hvts83/python-variables-lab-data-science-intro-000,166439697,python-variables-lab-data-science-intro-000,"{'login': 'hvts83', 'id': 15256567, 'node_id': 'MDQ6VXNlcjE1MjU2NTY3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/15256567?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/hvts83', 'html_url': 'https://github.com/hvts83', 'followers_url': 'https://api.github.com/users/hvts83/followers', 'following_url': 'https://api.github.com/users/hvts83/following{/other_user}', 'gists_url': 'https://api.github.com/users/hvts83/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/hvts83/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/hvts83/subscriptions', 'organizations_url': 'https://api.github.com/users/hvts83/orgs', 'repos_url': 'https://api.github.com/users/hvts83/repos', 'events_url': 'https://api.github.com/users/hvts83/events{/privacy}', 'received_events_url': 'https://api.github.com/users/hvts83/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T16:37:18Z
958,2019-01-18T16:32:18Z,0,heatleyhay/python-variables-lab-data-science-intro-000,166438663,python-variables-lab-data-science-intro-000,"{'login': 'heatleyhay', 'id': 46796742, 'node_id': 'MDQ6VXNlcjQ2Nzk2NzQy', 'avatar_url': 'https://avatars1.githubusercontent.com/u/46796742?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/heatleyhay', 'html_url': 'https://github.com/heatleyhay', 'followers_url': 'https://api.github.com/users/heatleyhay/followers', 'following_url': 'https://api.github.com/users/heatleyhay/following{/other_user}', 'gists_url': 'https://api.github.com/users/heatleyhay/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/heatleyhay/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/heatleyhay/subscriptions', 'organizations_url': 'https://api.github.com/users/heatleyhay/orgs', 'repos_url': 'https://api.github.com/users/heatleyhay/repos', 'events_url': 'https://api.github.com/users/heatleyhay/events{/privacy}', 'received_events_url': 'https://api.github.com/users/heatleyhay/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T16:32:20Z
959,2019-01-18T16:29:22Z,0,maxbea12/python-variables-lab-data-science-intro-000,166438077,python-variables-lab-data-science-intro-000,"{'login': 'maxbea12', 'id': 46784149, 'node_id': 'MDQ6VXNlcjQ2Nzg0MTQ5', 'avatar_url': 'https://avatars0.githubusercontent.com/u/46784149?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/maxbea12', 'html_url': 'https://github.com/maxbea12', 'followers_url': 'https://api.github.com/users/maxbea12/followers', 'following_url': 'https://api.github.com/users/maxbea12/following{/other_user}', 'gists_url': 'https://api.github.com/users/maxbea12/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/maxbea12/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/maxbea12/subscriptions', 'organizations_url': 'https://api.github.com/users/maxbea12/orgs', 'repos_url': 'https://api.github.com/users/maxbea12/repos', 'events_url': 'https://api.github.com/users/maxbea12/events{/privacy}', 'received_events_url': 'https://api.github.com/users/maxbea12/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T16:29:24Z
960,2019-01-18T13:42:55Z,0,JoAnnGar/python-variables-lab-data-science-intro-000,166411262,python-variables-lab-data-science-intro-000,"{'login': 'JoAnnGar', 'id': 45797065, 'node_id': 'MDQ6VXNlcjQ1Nzk3MDY1', 'avatar_url': 'https://avatars3.githubusercontent.com/u/45797065?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/JoAnnGar', 'html_url': 'https://github.com/JoAnnGar', 'followers_url': 'https://api.github.com/users/JoAnnGar/followers', 'following_url': 'https://api.github.com/users/JoAnnGar/following{/other_user}', 'gists_url': 'https://api.github.com/users/JoAnnGar/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/JoAnnGar/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/JoAnnGar/subscriptions', 'organizations_url': 'https://api.github.com/users/JoAnnGar/orgs', 'repos_url': 'https://api.github.com/users/JoAnnGar/repos', 'events_url': 'https://api.github.com/users/JoAnnGar/events{/privacy}', 'received_events_url': 'https://api.github.com/users/JoAnnGar/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T13:42:57Z
961,2019-01-18T02:16:29Z,0,cihanim/python-variables-lab-data-science-intro-000,166328737,python-variables-lab-data-science-intro-000,"{'login': 'cihanim', 'id': 46694773, 'node_id': 'MDQ6VXNlcjQ2Njk0Nzcz', 'avatar_url': 'https://avatars0.githubusercontent.com/u/46694773?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/cihanim', 'html_url': 'https://github.com/cihanim', 'followers_url': 'https://api.github.com/users/cihanim/followers', 'following_url': 'https://api.github.com/users/cihanim/following{/other_user}', 'gists_url': 'https://api.github.com/users/cihanim/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/cihanim/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/cihanim/subscriptions', 'organizations_url': 'https://api.github.com/users/cihanim/orgs', 'repos_url': 'https://api.github.com/users/cihanim/repos', 'events_url': 'https://api.github.com/users/cihanim/events{/privacy}', 'received_events_url': 'https://api.github.com/users/cihanim/received_events', 'type': 'User', 'site_admin': False}",2019-01-18T02:16:32Z
962,2019-01-17T18:59:19Z,0,Anki7singh/python-variables-lab-data-science-intro-000,166279694,python-variables-lab-data-science-intro-000,"{'login': 'Anki7singh', 'id': 17850047, 'node_id': 'MDQ6VXNlcjE3ODUwMDQ3', 'avatar_url': 'https://avatars1.githubusercontent.com/u/17850047?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Anki7singh', 'html_url': 'https://github.com/Anki7singh', 'followers_url': 'https://api.github.com/users/Anki7singh/followers', 'following_url': 'https://api.github.com/users/Anki7singh/following{/other_user}', 'gists_url': 'https://api.github.com/users/Anki7singh/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Anki7singh/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Anki7singh/subscriptions', 'organizations_url': 'https://api.github.com/users/Anki7singh/orgs', 'repos_url': 'https://api.github.com/users/Anki7singh/repos', 'events_url': 'https://api.github.com/users/Anki7singh/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Anki7singh/received_events', 'type': 'User', 'site_admin': False}",2019-01-17T18:59:21Z
963,2019-01-17T17:09:12Z,0,jalotra/python-variables-lab-data-science-intro-000,166264574,python-variables-lab-data-science-intro-000,"{'login': 'jalotra', 'id': 39359593, 'node_id': 'MDQ6VXNlcjM5MzU5NTkz', 'avatar_url': 'https://avatars1.githubusercontent.com/u/39359593?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jalotra', 'html_url': 'https://github.com/jalotra', 'followers_url': 'https://api.github.com/users/jalotra/followers', 'following_url': 'https://api.github.com/users/jalotra/following{/other_user}', 'gists_url': 'https://api.github.com/users/jalotra/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jalotra/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jalotra/subscriptions', 'organizations_url': 'https://api.github.com/users/jalotra/orgs', 'repos_url': 'https://api.github.com/users/jalotra/repos', 'events_url': 'https://api.github.com/users/jalotra/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jalotra/received_events', 'type': 'User', 'site_admin': False}",2019-01-17T17:09:14Z
964,2019-01-17T15:29:28Z,0,bogie1kanobi/python-variables-lab-data-science-intro-000,166248447,python-variables-lab-data-science-intro-000,"{'login': 'bogie1kanobi', 'id': 46539471, 'node_id': 'MDQ6VXNlcjQ2NTM5NDcx', 'avatar_url': 'https://avatars1.githubusercontent.com/u/46539471?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bogie1kanobi', 'html_url': 'https://github.com/bogie1kanobi', 'followers_url': 'https://api.github.com/users/bogie1kanobi/followers', 'following_url': 'https://api.github.com/users/bogie1kanobi/following{/other_user}', 'gists_url': 'https://api.github.com/users/bogie1kanobi/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bogie1kanobi/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bogie1kanobi/subscriptions', 'organizations_url': 'https://api.github.com/users/bogie1kanobi/orgs', 'repos_url': 'https://api.github.com/users/bogie1kanobi/repos', 'events_url': 'https://api.github.com/users/bogie1kanobi/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bogie1kanobi/received_events', 'type': 'User', 'site_admin': False}",2019-01-17T15:29:30Z
965,2019-01-17T14:16:46Z,0,aapeebles/python-variables-lab-data-science-intro-000,166237399,python-variables-lab-data-science-intro-000,"{'login': 'aapeebles', 'id': 31246169, 'node_id': 'MDQ6VXNlcjMxMjQ2MTY5', 'avatar_url': 'https://avatars2.githubusercontent.com/u/31246169?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/aapeebles', 'html_url': 'https://github.com/aapeebles', 'followers_url': 'https://api.github.com/users/aapeebles/followers', 'following_url': 'https://api.github.com/users/aapeebles/following{/other_user}', 'gists_url': 'https://api.github.com/users/aapeebles/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/aapeebles/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/aapeebles/subscriptions', 'organizations_url': 'https://api.github.com/users/aapeebles/orgs', 'repos_url': 'https://api.github.com/users/aapeebles/repos', 'events_url': 'https://api.github.com/users/aapeebles/events{/privacy}', 'received_events_url': 'https://api.github.com/users/aapeebles/received_events', 'type': 'User', 'site_admin': False}",2019-01-17T14:16:49Z
